Day	plate	Row	Col	medium	protist	bacteria 	state	ind./cm^2
3	5	B	10	2%KB	P6	F	cyst	0
3	5	B	9	2%KB	P4	C	active	0
3	5	B	9	2%KB	P4	C	cyst	0
3	5	B	8	2%KB	P2	A	active	12865
3	5	B	8	2%KB	P2	A	cyst	0
3	5	B	7	2%KB	P1	B	active	0
3	5	B	7	2%KB	P1	B	cyst	0
3	5	B	6	2%KB	P3	C	active	2031
3	5	B	6	2%KB	P3	C	cyst	0
3	5	B	5	2%KB	P5	C	active	0
3	5	B	5	2%KB	P5	C	cyst	0
3	5	B	4	PAS	P3	H	active	0
3	5	B	4	PAS	P3	H	cyst	677
3	5	B	3	PAS	P4	B	active	7719
3	5	B	3	PAS	P4	B	cyst	36293
3	5	B	2	PAS	P1	I	active	37647
3	5	B	2	PAS	P1	I	cyst	0
3	5	B	1	2%KB	P5	F	active	1490
3	5	B	1	2%KB	P5	F	cyst	0
3	5	C	1	2%KB	P1	D	active	0
3	5	C	1	2%KB	P1	D	cyst	0
3	5	C	2	2%KB	P2	I	active	1896
3	5	C	2	2%KB	P2	I	cyst	0
3	5	C	3	PAS	P2	F	active	63918
3	5	C	3	PAS	P2	F	cyst	677
3	5	C	4	PAS	P2	D	active	60126
3	5	C	4	PAS	P2	D	cyst	0
3	5	C	5	NA	NA	NA	NA	0
3	5	C	6	2%KB	P5	H	active	0
3	5	C	6	2%KB	P5	H	cyst	0
3	5	C	7	2%KB	P5	G	active	1083
3	5	C	7	2%KB	P5	G	cyst	0
3	5	C	8	NA	NA	NA	NA	0
3	5	C	9	PAS	P5	I	active	1760
3	5	C	9	PAS	P5	I	cyst	0
3	5	C	10	2%KB	P1	H	active	0
3	5	C	10	2%KB	P1	H	cyst	0
3	5	C	11	PAS	P4	D	active	38730
3	5	C	11	PAS	P4	D	cyst	1354
3	5	C	12	2%KB	P5	G	active	0
3	5	C	12	2%KB	P5	G	cyst	0
3	5	D	12	PAS	P5	F	active	1490
3	5	D	12	PAS	P5	F	cyst	0
3	5	D	11	2%KB	P1	I	active	1490
3	5	D	11	2%KB	P1	I	cyst	0
3	5	D	10	2%KB	P3	F	active	15709
3	5	D	10	2%KB	P3	F	cyst	49022
3	5	D	9	PAS	P4	NO	active	0
3	5	D	9	PAS	P4	NO	cyst	0
3	5	D	8	PAS	P5	NO	active	0
3	5	D	8	PAS	P5	NO	cyst	0
3	5	D	7	NA	NA	NA	NA	0
3	5	D	6	2%KB	P3	D	active	0
3	5	D	6	2%KB	P3	D	cyst	271
3	5	D	5	PAS	NO	B	NA	0
3	5	D	4	PAS	P2	NO	active	542
3	5	D	4	PAS	P2	NO	cyst	0
3	5	D	3	2%KB	P1	E	active	63647
3	5	D	3	2%KB	P1	E	cyst	0
3	5	D	2	2%KB	P6	NO	active	7584
3	5	D	2	2%KB	P6	NO	cyst	0
3	5	D	1	NA	NA	NA	NA	0
3	5	E	1	2%KB	P4	H	active	0
3	5	E	1	2%KB	P4	H	cyst	271
3	5	E	2	NA	NA	NA	NA	0
3	5	E	3	2%KB	P4	A	active	99669
3	5	E	3	2%KB	P4	A	cyst	9750
3	5	E	4	PAS	P3	C	active	11240
3	5	E	4	PAS	P3	C	cyst	4740
3	5	E	5	NA	NA	NA	NA	0
3	5	E	6	PAS	P3	NO	active	0
3	5	E	6	PAS	P3	NO	cyst	1354
3	5	E	7	NA	NA	NA	NA	0
3	5	E	8	2%KB	P6	A	active	8802
3	5	E	8	2%KB	P6	A	cyst	0
3	5	E	9	2%KB	P1	C	active	10563
3	5	E	9	2%KB	P1	C	cyst	0
3	5	E	10	2%KB	P5	B	active	406
3	5	E	10	2%KB	P5	B	cyst	0
3	5	E	11	2%KB	NO	B	NA	0
3	5	E	12	NA	NA	NA	NA	0
3	5	F	12	2%KB	P4	C	active	271
3	5	F	12	2%KB	P4	C	cyst	0
3	5	F	11	2%KB	P2	NO	active	10834
3	5	F	11	2%KB	P2	NO	cyst	0
3	5	F	10	2%KB	P3	E	active	10563
3	5	F	10	2%KB	P3	E	cyst	271
3	5	F	9	2%KB	P4	B	active	135
3	5	F	9	2%KB	P4	B	cyst	135
3	5	F	8	2%KB	P6	C	active	1625
3	5	F	8	2%KB	P6	C	cyst	0
3	5	F	7	2%KB	P1	A	active	77731
3	5	F	7	2%KB	P1	A	cyst	0
3	5	F	6	PAS	P1	B	active	32772
3	5	F	6	PAS	P1	B	cyst	135
3	5	F	5	PAS	P4	G	active	406
3	5	F	5	PAS	P4	G	cyst	44147
3	5	F	4	NA	NA	NA	NA	0
3	5	F	3	2%KB	P3	B	active	542
3	5	F	3	2%KB	P3	B	cyst	271
3	5	F	2	NA	NA	NA	NA	0
3	5	F	1	PAS	NO	F	NA	0
3	5	G	1	2%KB	P2	C	active	11240
3	5	G	1	2%KB	P2	C	cyst	0
3	5	G	2	2%KB	P1	C	active	7177
3	5	G	2	2%KB	P1	C	cyst	0
3	5	G	3	2%KB	P6	H	active	0
3	5	G	3	2%KB	P6	H	cyst	0
3	5	G	4	2%KB	P2	NO	active	10157
3	5	G	4	2%KB	P2	NO	cyst	0
3	5	G	5	2%KB	P5	E	active	0
3	5	G	5	2%KB	P5	E	cyst	0
3	5	G	6	2%KB	P4	F	active	28438
3	5	G	6	2%KB	P4	F	cyst	50647
3	5	G	7	PAS	P3	B	active	8802
3	5	G	7	PAS	P3	B	cyst	18011
3	5	G	8	2%KB	P1	E	active	55522
3	5	G	8	2%KB	P1	E	cyst	0
3	5	G	9	2%KB	P6	G	active	3656
3	5	G	9	2%KB	P6	G	cyst	0
3	5	G	10	2%KB	P3	C	active	1625
3	5	G	10	2%KB	P3	C	cyst	0
3	5	G	11	2%KB	P4	E	active	271
3	5	G	11	2%KB	P4	E	cyst	0
3	5	G	12	NA	NA	NA	NA	0
3	5	H	12	PAS	NO	H	NA	0
3	5	H	11	2%KB	P2	E	active	52001
3	5	H	11	2%KB	P2	E	cyst	0
3	5	H	10	2%KB	P6	I	active	0
3	5	H	10	2%KB	P6	I	cyst	0
3	5	H	9	2%KB	P3	G	active	36563
3	5	H	9	2%KB	P3	G	cyst	9479
3	5	H	8	2%KB	NO	E	NA	0
3	5	H	7	NA	NA	NA	NA	0
3	5	H	6	2%KB	P5	I	active	0
3	5	H	6	2%KB	P5	I	cyst	0
3	5	H	5	NA	NA	NA	NA	0
3	5	H	4	PAS	P6	D	active	5823
3	5	H	4	PAS	P6	D	cyst	0
3	5	H	3	PAS	P2	I	active	57689
3	5	H	3	PAS	P2	I	cyst	0
3	5	H	2	2%KB	P5	NO	active	0
3	5	H	2	2%KB	P5	NO	cyst	0
3	5	H	1	2%KB	P1	F	active	28438
3	5	H	1	2%KB	P1	F	cyst	0
3	6	A	1	PAS	NO	E	NA	0
3	6	A	2	2%KB	P3	B	active	406
3	6	A	2	2%KB	P3	B	cyst	0
3	6	A	3	2%KB	P4	D	active	0
3	6	A	3	2%KB	P4	D	cyst	0
3	6	A	4	NA	NA	NA	NA	0
3	6	A	5	NA	NA	NA	NA	0
3	6	A	6	2%KB	P6	D	active	271
3	6	A	6	2%KB	P6	D	cyst	0
3	6	A	7	2%KB	P3	E	active	4604
3	6	A	7	2%KB	P3	E	cyst	0
3	6	A	8	2%KB	P4	B	active	0
3	6	A	8	2%KB	P4	B	cyst	0
3	6	A	9	2%KB	P2	NO	active	14490
3	6	A	9	2%KB	P2	NO	cyst	0
3	6	A	10	PAS	P5	G	active	3656
3	6	A	10	PAS	P5	G	cyst	0
3	6	A	11	2%KB	NO	A	NA	0
3	6	A	12	2%KB	P5	A	active	542
3	6	A	12	2%KB	P5	A	cyst	0
3	6	B	12	2%KB	P3	I	active	5823
3	6	B	12	2%KB	P3	I	cyst	135
3	6	B	11	PAS	P4	G	active	1625
3	6	B	11	PAS	P4	G	cyst	44689
3	6	B	10	PAS	P1	C	active	46043
3	6	B	10	PAS	P1	C	cyst	135
3	6	B	9	PAS	P6	I	active	16657
3	6	B	9	PAS	P6	I	cyst	0
3	6	B	8	NA	NA	NA	NA	0
3	6	B	7	2%KB	P3	NO	active	79898
3	6	B	7	2%KB	P3	NO	cyst	97502
3	6	B	6	2%KB	P1	B	active	0
3	6	B	6	2%KB	P1	B	cyst	0
3	6	B	5	2%KB	P4	D	active	0
3	6	B	5	2%KB	P4	D	cyst	0
3	6	B	4	2%KB	P4	I	active	271
3	6	B	4	2%KB	P4	I	cyst	0
3	6	B	3	PAS	P1	NO	active	5417
3	6	B	3	PAS	P1	NO	cyst	0
3	6	B	2	NA	NA	NA	NA	0
3	6	B	1	NA	NA	NA	NA	0
3	6	C	1	PAS	P6	F	active	4469
3	6	C	1	PAS	P6	F	cyst	0
3	6	C	2	2%KB	P5	G	active	0
3	6	C	2	2%KB	P5	G	cyst	0
3	6	C	3	PAS	P1	B	active	25324
3	6	C	3	PAS	P1	B	cyst	0
3	6	C	4	NA	NA	NA	NA	0
3	6	C	5	PAS	P4	NO	active	5146
3	6	C	5	PAS	P4	NO	cyst	1490
3	6	C	6	PAS	NO	B	NA	0
3	6	C	7	2%KB	P2	H	active	135
3	6	C	7	2%KB	P2	H	cyst	0
3	6	C	8	NA	NA	NA	NA	0
3	6	C	9	2%KB	P1	A	active	51460
3	6	C	9	2%KB	P1	A	cyst	0
3	6	C	10	NA	NA	NA	NA	0
3	6	C	11	PAS	P2	C	active	75023
3	6	C	11	PAS	P2	C	cyst	0
3	6	C	12	2%KB	NO	H	NA	0
3	6	D	12	2%KB	P3	NO	active	70960
3	6	D	12	2%KB	P3	NO	cyst	112940
3	6	D	11	2%KB	P4	I	active	135
3	6	D	11	2%KB	P4	I	cyst	0
3	6	D	10	2%KB	P6	B	active	677
3	6	D	10	2%KB	P6	B	cyst	0
3	6	D	9	PAS	P5	A	active	4740
3	6	D	9	PAS	P5	A	cyst	0
3	6	D	8	2%KB	P6	D	active	135
3	6	D	8	2%KB	P6	D	cyst	135
3	6	D	7	2%KB	P2	F	active	159796
3	6	D	7	2%KB	P2	F	cyst	0
3	6	D	6	2%KB	P6	I	active	406
3	6	D	6	2%KB	P6	I	cyst	0
3	6	D	5	2%KB	P1	D	active	0
3	6	D	5	2%KB	P1	D	cyst	0
3	6	D	4	2%KB	P6	NO	active	5823
3	6	D	4	2%KB	P6	NO	cyst	0
3	6	D	3	2%KB	P2	B	active	3792
3	6	D	3	2%KB	P2	B	cyst	0
3	6	D	2	PAS	NO	G	NA	0
3	6	D	1	2%KB	P3	I	active	2302
3	6	D	1	2%KB	P3	I	cyst	948
3	6	E	1	PAS	P2	G	active	125128
3	6	E	1	PAS	P2	G	cyst	0
3	6	E	2	PAS	P6	NO	active	1219
3	6	E	2	PAS	P6	NO	cyst	0
3	6	E	3	NA	NA	NA	NA	0
3	6	E	4	2%KB	NO	D	NA	0
3	6	E	5	2%KB	P2	G	active	0
3	6	E	5	2%KB	P2	G	cyst	0
3	6	E	6	PAS	P4	C	active	167921
3	6	E	6	PAS	P4	C	cyst	0
3	6	E	7	PAS	NO	A	NA	0
3	6	E	8	2%KB	P2	G	active	187421
3	6	E	8	2%KB	P2	G	cyst	0
3	6	E	9	2%KB	P4	NO	active	205838
3	6	E	9	2%KB	P4	NO	cyst	0
3	6	E	10	NA	NA	NA	NA	0
3	6	E	11	PAS	P6	E	active	5281
3	6	E	11	PAS	P6	E	cyst	0
3	6	E	12	PAS	P1	E	active	26407
3	6	E	12	PAS	P1	E	cyst	271
3	6	F	12	PAS	P6	G	active	20042
3	6	F	12	PAS	P6	G	cyst	0
3	6	F	11	PAS	P3	G	active	1896
3	6	F	11	PAS	P3	G	cyst	49022
3	6	F	10	2%KB	P1	H	active	0
3	6	F	10	2%KB	P1	H	cyst	0
3	6	F	9	NA	NA	NA	NA	0
3	6	F	8	2%KB	P5	NO	active	0
3	6	F	8	2%KB	P5	NO	cyst	0
3	6	F	7	2%KB	P5	D	active	0
3	6	F	7	2%KB	P5	D	cyst	0
3	6	F	6	PAS	P1	A	active	96419
3	6	F	6	PAS	P1	A	cyst	0
3	6	F	5	2%KB	NO	B	NA	0
3	6	F	4	PAS	P3	F	active	1083
3	6	F	4	PAS	P3	F	cyst	27626
3	6	F	3	2%KB	P3	F	active	12188
3	6	F	3	2%KB	P3	F	cyst	53355
3	6	F	2	PAS	P4	A	active	1625
3	6	F	2	PAS	P4	A	cyst	52001
3	6	F	1	NA	NA	NA	NA	0
3	6	G	1	2%KB	P3	C	active	677
3	6	G	1	2%KB	P3	C	cyst	0
3	6	G	2	PAS	P4	H	active	0
3	6	G	2	PAS	P4	H	cyst	0
3	6	G	3	2%KB	P4	NO	active	156004
3	6	G	3	2%KB	P4	NO	cyst	0
3	6	G	4	2%KB	P6	C	active	677
3	6	G	4	2%KB	P6	C	cyst	542
3	6	G	5	2%KB	P6	C	active	1354
3	6	G	5	2%KB	P6	C	cyst	0
3	6	G	6	PAS	NO	C	NA	0
3	6	G	7	PAS	P6	B	active	26813
3	6	G	7	PAS	P6	B	cyst	0
3	6	G	8	2%KB	P5	H	active	0
3	6	G	8	2%KB	P5	H	cyst	0
3	6	G	9	2%KB	P1	G	active	136503
3	6	G	9	2%KB	P1	G	cyst	0
3	6	G	10	2%KB	P5	I	active	0
3	6	G	10	2%KB	P5	I	cyst	0
3	6	G	11	PAS	P2	H	active	12729
3	6	G	11	PAS	P2	H	cyst	0
3	6	G	12	NA	NA	NA	NA	0
3	6	H	12	2%KB	P4	B	active	0
3	6	H	12	2%KB	P4	B	cyst	0
3	6	H	11	2%KB	NO	C	NA	0
3	6	H	10	NA	NA	NA	NA	0
3	6	H	9	NA	NA	NA	NA	0
3	6	H	8	2%KB	NO	E	NA	0
3	6	H	7	2%KB	P3	G	active	36563
3	6	H	7	2%KB	P3	G	cyst	16792
3	6	H	6	PAS	P1	I	active	22480
3	6	H	6	PAS	P1	I	cyst	0
3	6	H	5	NA	NA	NA	NA	0
3	6	H	4	NA	NA	NA	NA	0
3	6	H	3	2%KB	P1	E	active	83960
3	6	H	3	2%KB	P1	E	cyst	0
3	6	H	2	PAS	P4	E	active	19230
3	6	H	2	PAS	P4	E	cyst	32772
3	6	H	1	2%KB	P1	NO	active	78544
3	6	H	1	2%KB	P1	NO	cyst	0
3	7	A	1	NA	NA	NA	NA	0
3	7	A	2	2%KB	P1	H	active	0
3	7	A	2	2%KB	P1	H	cyst	0
3	7	A	3	2%KB	P2	C	active	14084
3	7	A	3	2%KB	P2	C	cyst	135
3	7	A	4	PAS	NO	A	NA	0
3	7	A	5	2%KB	P6	G	active	542
3	7	A	5	2%KB	P6	G	cyst	0
3	7	A	6	NA	NA	NA	NA	0
3	7	A	7	2%KB	P1	D	active	0
3	7	A	7	2%KB	P1	D	cyst	0
3	7	A	8	2%KB	P2	E	active	26271
3	7	A	8	2%KB	P2	E	cyst	0
3	7	A	9	PAS	P3	NO	active	1896
3	7	A	9	PAS	P3	NO	cyst	542
3	7	A	10	PAS	P5	F	active	1083
3	7	A	10	PAS	P5	F	cyst	0
3	7	A	11	2%KB	P2	D	active	271
3	7	A	11	2%KB	P2	D	cyst	0
3	7	A	12	2%KB	P2	F	active	195005
3	7	A	12	2%KB	P2	F	cyst	0
3	7	B	12	2%KB	P1	F	active	37918
3	7	B	12	2%KB	P1	F	cyst	0
3	7	B	11	2%KB	P1	E	active	46043
3	7	B	11	2%KB	P1	E	cyst	0
3	7	B	10	NA	NA	NA	NA	0
3	7	B	9	PAS	P2	NO	active	1083
3	7	B	9	PAS	P2	NO	cyst	0
3	7	B	8	2%KB	P6	B	active	677
3	7	B	8	2%KB	P6	B	cyst	271
3	7	B	7	NA	NA	NA	NA	0
3	7	B	6	PAS	P6	B	active	31959
3	7	B	6	PAS	P6	B	cyst	0
3	7	B	5	2%KB	P3	C	active	1354
3	7	B	5	2%KB	P3	C	cyst	406
3	7	B	4	2%KB	P1	G	active	119170
3	7	B	4	2%KB	P1	G	cyst	0
3	7	B	3	PAS	P3	F	active	406
3	7	B	3	PAS	P3	F	cyst	25324
3	7	B	2	PAS	P5	C	active	0
3	7	B	2	PAS	P5	C	cyst	0
3	7	B	1	2%KB	P4	D	active	0
3	7	B	1	2%KB	P4	D	cyst	0
3	7	C	1	PAS	P4	D	active	27897
3	7	C	1	PAS	P4	D	cyst	8667
3	7	C	2	NA	NA	NA	NA	0
3	7	C	3	2%KB	NO	A	NA	0
3	7	C	4	2%KB	P3	NO	active	58501
3	7	C	4	2%KB	P3	NO	cyst	131628
3	7	C	5	2%KB	NO	F	NA	0
3	7	C	6	2%KB	P2	I	active	3792
3	7	C	6	2%KB	P2	I	cyst	135
3	7	C	7	2%KB	P2	B	active	2031
3	7	C	7	2%KB	P2	B	cyst	0
3	7	C	8	2%KB	P6	H	active	0
3	7	C	8	2%KB	P6	H	cyst	0
3	7	C	9	NA	NA	NA	NA	0
3	7	C	10	PAS	P3	E	active	11646
3	7	C	10	PAS	P3	E	cyst	81252
3	7	C	11	2%KB	P1	G	active	131087
3	7	C	11	2%KB	P1	G	cyst	0
3	7	C	12	PAS	P6	NO	active	1896
3	7	C	12	PAS	P6	NO	cyst	0
3	7	D	12	2%KB	P4	C	active	135
3	7	D	12	2%KB	P4	C	cyst	0
3	7	D	11	PAS	P3	C	active	11104
3	7	D	11	PAS	P3	C	cyst	8396
3	7	D	10	NA	NA	NA	NA	0
3	7	D	9	PAS	P5	H	active	0
3	7	D	9	PAS	P5	H	cyst	0
3	7	D	8	2%KB	P1	NO	active	73127
3	7	D	8	2%KB	P1	NO	cyst	0
3	7	D	7	2%KB	P3	G	active	29522
3	7	D	7	2%KB	P3	G	cyst	11646
3	7	D	6	NA	NA	NA	NA	0
3	7	D	5	PAS	P6	I	active	10427
3	7	D	5	PAS	P6	I	cyst	0
3	7	D	4	2%KB	P5	C	active	135
3	7	D	4	2%KB	P5	C	cyst	0
3	7	D	3	2%KB	P4	B	active	0
3	7	D	3	2%KB	P4	B	cyst	0
3	7	D	2	PAS	P6	A	active	11104
3	7	D	2	PAS	P6	A	cyst	0
3	7	D	1	2%KB	P3	I	active	0
3	7	D	1	2%KB	P3	I	cyst	406
3	7	E	1	2%KB	NO	D	NA	0
3	7	E	2	NA	NA	NA	NA	0
3	7	E	3	2%KB	P2	B	active	4875
3	7	E	3	2%KB	P2	B	cyst	0
3	7	E	4	PAS	P4	H	active	0
3	7	E	4	PAS	P4	H	cyst	0
3	7	E	5	PAS	P1	D	active	50376
3	7	E	5	PAS	P1	D	cyst	0
3	7	E	6	2%KB	P3	H	active	0
3	7	E	6	2%KB	P3	H	cyst	677
3	7	E	7	2%KB	P4	E	active	677
3	7	E	7	2%KB	P4	E	cyst	0
3	7	E	8	2%KB	NO	B	NA	0
3	7	E	9	PAS	P1	NO	active	2844
3	7	E	9	PAS	P1	NO	cyst	135
3	7	E	10	2%KB	P2	I	active	2573
3	7	E	10	2%KB	P2	I	cyst	0
3	7	E	11	2%KB	P1	H	active	0
3	7	E	11	2%KB	P1	H	cyst	0
3	7	E	12	2%KB	NO	I	NA	0
3	7	F	12	2%KB	P1	C	active	6906
3	7	F	12	2%KB	P1	C	cyst	0
3	7	F	11	2%KB	P5	E	active	135
3	7	F	11	2%KB	P5	E	cyst	0
3	7	F	10	NA	NA	NA	NA	0
3	7	F	9	2%KB	P3	D	active	0
3	7	F	9	2%KB	P3	D	cyst	271
3	7	F	8	PAS	P6	C	active	9750
3	7	F	8	PAS	P6	C	cyst	0
3	7	F	7	PAS	NO	F	NA	0
3	7	F	6	PAS	P3	A	active	2167
3	7	F	6	PAS	P3	A	cyst	50105
3	7	F	5	PAS	P1	H	active	4198
3	7	F	5	PAS	P1	H	cyst	0
3	7	F	4	2%KB	P2	H	active	0
3	7	F	4	2%KB	P2	H	cyst	0
3	7	F	3	2%KB	P4	F	active	34938
3	7	F	3	2%KB	P4	F	cyst	32230
3	7	F	2	PAS	P5	G	active	2708
3	7	F	2	PAS	P5	G	cyst	0
3	7	F	1	2%KB	P2	D	active	0
3	7	F	1	2%KB	P2	D	cyst	0
3	7	G	1	NA	NA	NA	NA	0
3	7	G	2	PAS	P1	E	active	25730
3	7	G	2	PAS	P1	E	cyst	0
3	7	G	3	2%KB	P6	H	active	135
3	7	G	3	2%KB	P6	H	cyst	0
3	7	G	4	PAS	P4	G	active	0
3	7	G	4	PAS	P4	G	cyst	39272
3	7	G	5	PAS	P2	C	active	56606
3	7	G	5	PAS	P2	C	cyst	0
3	7	G	6	2%KB	P5	E	active	0
3	7	G	6	2%KB	P5	E	cyst	0
3	7	G	7	2%KB	P2	F	active	174963
3	7	G	7	2%KB	P2	F	cyst	0
3	7	G	8	2%KB	P5	C	active	0
3	7	G	8	2%KB	P5	C	cyst	0
3	7	G	9	2%KB	P3	F	active	8667
3	7	G	9	2%KB	P3	F	cyst	59585
3	7	G	10	PAS	NO	D	NA	0
3	7	G	11	2%KB	P3	C	active	1354
3	7	G	11	2%KB	P3	C	cyst	0
3	7	G	12	2%KB	P2	A	active	219380
3	7	G	12	2%KB	P2	A	cyst	0
3	7	H	12	NA	NA	NA	NA	0
3	7	H	11	2%KB	P6	E	active	1490
3	7	H	11	2%KB	P6	E	cyst	0
3	7	H	10	2%KB	P1	I	active	1083
3	7	H	10	2%KB	P1	I	cyst	0
3	7	H	9	PAS	P5	B	active	0
3	7	H	9	PAS	P5	B	cyst	0
3	7	H	8	2%KB	P4	I	active	0
3	7	H	8	2%KB	P4	I	cyst	0
3	7	H	7	NA	NA	NA	NA	0
3	7	H	6	NA	NA	NA	NA	0
3	7	H	5	PAS	NO	C	NA	0
3	7	H	4	PAS	NO	H	NA	0
3	7	H	3	PAS	P6	G	active	15844
3	7	H	3	PAS	P6	G	cyst	0
3	7	H	2	NA	NA	NA	NA	0
3	7	H	1	PAS	P2	H	active	4198
3	7	H	1	PAS	P2	H	cyst	135
5	1	A	1	PAS	Blank	Blank	NA	0
5	1	A	2	2%KB	Blank	Blank	NA	0
5	1	A	3	2%KB	P4	NO	active	5688
5	1	A	3	2%KB	P4	NO	cyst	184171
5	1	A	4	2%KB	P1	NO	active	94794
5	1	A	4	2%KB	P1	NO	cyst	0
5	1	A	5	PAS	P4	A	active	1760
5	1	A	5	PAS	P4	A	cyst	60939
5	1	A	6	2%KB	P2	A	active	246464
5	1	A	6	2%KB	P2	A	cyst	0
5	1	A	7	2%KB	P6	A	active	16250
5	1	A	7	2%KB	P6	A	cyst	0
5	1	A	8	PAS	P3	D	active	1490
5	1	A	8	PAS	P3	D	cyst	28303
5	1	A	9	PAS	P1	D	active	102919
5	1	A	9	PAS	P1	D	cyst	542
5	1	A	10	2%KB	P6	G	active	7448
5	1	A	10	2%KB	P6	G	cyst	0
5	1	A	11	PAS	P5	D	active	10563
5	1	A	11	PAS	P5	D	cyst	0
5	1	A	12	2%KB	P6	B	active	3521
5	1	A	12	2%KB	P6	B	cyst	0
5	1	B	12	PAS	P1	G	active	111044
5	1	B	12	PAS	P1	G	cyst	271
5	1	B	11	2%KB	P6	D	active	0
5	1	B	11	2%KB	P6	D	cyst	0
5	1	B	10	2%KB	P3	E	active	4063
5	1	B	10	2%KB	P3	E	cyst	0
5	1	B	9	PAS	P4	B	active	1760
5	1	B	9	PAS	P4	B	cyst	27084
5	1	B	8	2%KB	P4	NO	active	5146
5	1	B	8	2%KB	P4	NO	cyst	170629
5	1	B	7	PAS	P5	B	active	0
5	1	B	7	PAS	P5	B	cyst	0
5	1	B	6	2%KB	NO	G	NA	0
5	1	B	5	2%KB	P3	A	active	2031
5	1	B	5	2%KB	P3	A	cyst	146254
5	1	B	4	PAS	P3	A	active	3250
5	1	B	4	PAS	P3	A	cyst	53626
5	1	B	3	PAS	P4	F	active	2438
5	1	B	3	PAS	P4	F	cyst	23834
5	1	B	2	PAS	P5	I	active	11240
5	1	B	2	PAS	P5	I	cyst	0
5	1	B	1	PAS	P1	F	active	50105
5	1	B	1	PAS	P1	F	cyst	50376
5	1	C	1	PAS	P2	A	active	148962
5	1	C	1	PAS	P2	A	cyst	18959
5	1	C	2	NA	NA	NA	NA	0
5	1	C	3	PAS	P3	H	active	0
5	1	C	3	PAS	P3	H	cyst	2031
5	1	C	4	PAS	P4	C	active	2708
5	1	C	4	PAS	P4	C	cyst	24646
5	1	C	5	PAS	P1	C	active	50105
5	1	C	5	PAS	P1	C	cyst	16792
5	1	C	6	NA	NA	NA	NA	0
5	1	C	7	PAS	P2	D	active	65002
5	1	C	7	PAS	P2	D	cyst	4875
5	1	C	8	PAS	P3	I	active	1896
5	1	C	8	PAS	P3	I	cyst	12323
5	1	C	9	2%KB	P1	B	active	0
5	1	C	9	2%KB	P1	B	cyst	0
5	1	C	10	NA	NA	NA	NA	0
5	1	C	11	NA	NA	NA	NA	0
5	1	C	12	NA	NA	NA	NA	0
5	1	D	12	PAS	P4	E	active	3792
5	1	D	12	PAS	P4	E	cyst	60397
5	1	D	11	NA	NA	NA	NA	0
5	1	D	10	2%KB	P3	H	active	0
5	1	D	10	2%KB	P3	H	cyst	271
5	1	D	9	2%KB	NO	F	NA	0
5	1	D	8	2%KB	P1	D	active	0
5	1	D	8	2%KB	P1	D	cyst	0
5	1	D	7	2%KB	NO	H	NA	0
5	1	D	6	PAS	P5	H	active	0
5	1	D	6	PAS	P5	H	cyst	0
5	1	D	5	2%KB	P2	B	active	0
5	1	D	5	2%KB	P2	B	cyst	0
5	1	D	4	2%KB	P6	F	active	12459
5	1	D	4	2%KB	P6	F	cyst	0
5	1	D	3	2%KB	NO	F	NA	0
5	1	D	2	2%KB	P3	D	active	0
5	1	D	2	2%KB	P3	D	cyst	135
5	1	D	1	NA	NA	NA	NA	0
5	1	E	1	2%KB	P3	G	active	26542
5	1	E	1	2%KB	P3	G	cyst	56876
5	1	E	2	PAS	P3	B	active	2167
5	1	E	2	PAS	P3	B	cyst	31147
5	1	E	3	2%KB	P1	B	active	0
5	1	E	3	2%KB	P1	B	cyst	0
5	1	E	4	2%KB	P4	D	active	0
5	1	E	4	2%KB	P4	D	cyst	0
5	1	E	5	2%KB	P4	A	active	7313
5	1	E	5	2%KB	P4	A	cyst	87210
5	1	E	6	NA	NA	NA	NA	0
5	1	E	7	2%KB	P4	C	active	0
5	1	E	7	2%KB	P4	C	cyst	0
5	1	E	8	2%KB	P1	D	active	0
5	1	E	8	2%KB	P1	D	cyst	0
5	1	E	9	2%KB	P4	A	active	8938
5	1	E	9	2%KB	P4	A	cyst	83960
5	1	E	10	2%KB	P3	A	active	1760
5	1	E	10	2%KB	P3	A	cyst	111044
5	1	E	11	NA	NA	NA	NA	0
5	1	E	12	PAS	P3	G	active	3386
5	1	E	12	PAS	P3	G	cyst	36563
5	1	F	12	PAS	NO	B	NA	0
5	1	F	11	2%KB	P4	I	active	1354
5	1	F	11	2%KB	P4	I	cyst	0
5	1	F	10	NA	NA	NA	NA	0
5	1	F	9	2%KB	P5	E	active	6906
5	1	F	9	2%KB	P5	E	cyst	0
5	1	F	8	NA	NA	NA	NA	0
5	1	F	7	PAS	NO	E	NA	0
5	1	F	6	PAS	P4	I	active	1354
5	1	F	6	PAS	P4	I	cyst	22751
5	1	F	5	PAS	P6	C	active	27084
5	1	F	5	PAS	P6	C	cyst	0
5	1	F	4	NA	NA	NA	NA	0
5	1	F	3	2%KB	NO	E	NA	0
5	1	F	2	PAS	NO	C	NA	0
5	1	F	1	2%KB	P6	B	active	4333
5	1	F	1	2%KB	P6	B	cyst	0
5	1	G	1	PAS	P2	E	active	112669
5	1	G	1	PAS	P2	E	cyst	17063
5	1	G	2	2%KB	P6	E	active	1625
5	1	G	2	2%KB	P6	E	cyst	0
5	1	G	3	2%KB	P1	C	active	12052
5	1	G	3	2%KB	P1	C	cyst	0
5	1	G	4	2%KB	P1	A	active	224797
5	1	G	4	2%KB	P1	A	cyst	0
